file_id	-	total_length	rep_type	relaxase_type	mpf_type	orit_type	PredictedMobility
AI2792_v1_c5	G1	104597	IncI1	MOBP	MPF_I	MOBP	Conjugative
AI2792_v1_c6	G1	63660	IncL/M	MOBP	MPF_I	-	Conjugative
AI2792_v1_c7	G1	46463	IncR	MOBP	-	-	Mobilizable
AI2792_v1_c8	G449	4473	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2792_v1_c9	G450	3223	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2793_v1_c1	-	5356262	-	-	MPF_T	-	Non-mobilizable
AI2793_v1_c2	G1	79857	rep_cluster_1418	-	-	-	Non-mobilizable
AI2793_v1_c3	G975	5568	-	MOBP	-	-	Mobilizable
AI2793_v1_c4	G451	3479	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2794_v1_c1	-	5362010	-	-	-	-	Non-mobilizable
AI2794_v1_c2	G1	300726	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2794_v1_c3	G1	194864	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2794_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2794_v1_c5	G452	3991	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2794_v1_c6	G453	3223	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2795_v1_c1	-	5154103	-	-	-	-	Non-mobilizable
AI2795_v1_c2	-	84132	-	-	-	-	Non-mobilizable
AI2795_v1_c3	G928	5193	ColRNAI_rep_cluster_1992	MOBP	-	-	Mobilizable
AI2796_v1_c1	-	4988649	-	-	MPF_F	-	Non-mobilizable
AI2796_v1_c2	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2796_v1_c3	G1	35049	IncR	-	-	-	Non-mobilizable
AI2796_v1_c4	G454	2699	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2796_v1_c5	G455	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2796_v1_c6	G456	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2797_v1_c1	-	5159990	IncP	MOBP	MPF_T	-	Conjugative
AI2797_v1_c2	G1	448858	IncFII,IncFIB,rep_cluster_1088,IncH	MOBF,MOBH	MPF_F	MOBH	Conjugative
AI2797_v1_c3	G1096	14561	-	-	-	-	Non-mobilizable
AI2797_v1_c4	G457	4938	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2797_v1_c5	G458	4665	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2798_v1_c1	-	4720539	-	-	-	-	Non-mobilizable
AI2798_v1_c2	G1	294830	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2798_v1_c3	G28	120105	IncFIB	-	-	-	Non-mobilizable
AI2798_v1_c4	G459	4544	-	MOBP	-	-	Mobilizable
AI2799_v1_c1	-	4846626	-	-	-	-	Non-mobilizable
AI2799_v1_c2	G1	294974	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2799_v1_c3	G28	111400	IncFIB	-	-	-	Non-mobilizable
AI2799_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2800_v1_c1	-	5481599	-	-	MPF_T	-	Non-mobilizable
AI2800_v1_c2	G1	248007	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2800_v1_c3	G28	110360	IncFIB	-	-	-	Non-mobilizable
AI2800_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2800_v1_c5	G460	4096	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2801_v1_c1	-	5462732	-	-	MPF_T	-	Non-mobilizable
AI2801_v1_c2	G1	181140	IncFIB,IncR,IncFII	-	-	-	Non-mobilizable
AI2801_v1_c3	G15	53149	rep_cluster_1	-	-	-	Non-mobilizable
AI2801_v1_c4	G461	4052	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2801_v1_c5	G462	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2802_v1_c1	-	5149560	IncP	MOBP	MPF_T	-	Conjugative
AI2802_v1_c2	G1	439447	IncFII,IncFIB,rep_cluster_1088,IncH	MOBF,MOBH	MPF_F	MOBH	Conjugative
AI2802_v1_c3	-	14561	-	-	-	-	Non-mobilizable
AI2802_v1_c4	G463	4938	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2802_v1_c5	G464	4665	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2803_v1_c1	-	5345450	-	-	-	-	Non-mobilizable
AI2803_v1_c2	G1	158298	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2803_v1_c3	G1	69575	IncL/M	MOBP	MPF_I	-	Conjugative
AI2804_v2_c1	-	4720661	-	-	-	-	Non-mobilizable
AI2804_v2_c2	G1	294830	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2804_v2_c3	G1	204760	IncFII,IncFIB	MOBF	MPF_F	-	Conjugative
AI2804_v2_c4	G28	120105	IncFIB	-	-	-	Non-mobilizable
AI2804_v2_c5	G465	4544	-	MOBP	-	-	Mobilizable
AI2805_v1_c1	-	5386270	-	-	-	-	Non-mobilizable
AI2805_v1_c2	G1	206480	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2805_v1_c3	G1	117968	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2805_v1_c4	G1	43380	IncX3	MOBP	MPF_T	-	Conjugative
AI2805_v1_c5	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2806_v1_c1	-	5377136	-	-	-	-	Non-mobilizable
AI2806_v1_c2	G1	205284	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2806_v1_c3	G1	117590	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2806_v1_c4	G1	44580	IncX3	MOBP	MPF_T	-	Conjugative
AI2806_v1_c5	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2807_v1_c1	-	5386364	-	-	-	-	Non-mobilizable
AI2807_v1_c2	G1	137006	IncFIB,IncFII,IncFII	MOBF	MPF_T	-	Conjugative
AI2808_v1_c1	-	5373549	-	-	-	-	Non-mobilizable
AI2808_v1_c2	G1	203867	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2808_v1_c3	G1	118687	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2808_v1_c4	G1	44580	IncX3	MOBP	MPF_T	-	Conjugative
AI2808_v1_c5	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2809_v1_c1	-	5393350	-	-	-	-	Non-mobilizable
AI2809_v1_c2	G1	117591	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2809_v1_c3	G1	44580	IncX3	MOBP	MPF_T	-	Conjugative
AI2809_v1_c4	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2810_v1_c1	-	5376916	-	-	-	-	Non-mobilizable
AI2810_v1_c2	G1	205280	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2810_v1_c3	G1	117590	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2810_v1_c4	G1	43380	IncX3	MOBP	MPF_T	-	Conjugative
AI2810_v1_c5	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2811_v1_c1	-	5375502	-	-	-	-	Non-mobilizable
AI2811_v1_c2	G1	117590	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2811_v1_c3	G1	43380	IncX3	MOBP	MPF_T	-	Conjugative
AI2811_v1_c4	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2811_v1_c5	G466	3991	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2811_v1_c6	G467	3223	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2812_v1_c1	-	5378130	-	-	-	-	Non-mobilizable
AI2812_v1_c2	G1	117700	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2812_v1_c3	G1	43380	IncX3	MOBP	MPF_T	-	Conjugative
AI2812_v1_c4	G1	14836	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2813_v1_c1	-	5407064	-	-	-	-	Non-mobilizable
AI2813_v1_c2	G1	116235	IncFIB	-	MPF_F	-	Non-mobilizable
AI2813_v1_c3	G1	47554	IncN	MOBF	MPF_T	MOBF	Conjugative
AI2813_v1_c4	G1	43380	IncX3	MOBP	MPF_T	-	Conjugative
AI2813_v1_c5	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2814_v1_c1	-	5378557	-	-	-	-	Non-mobilizable
AI2814_v1_c2	G1	207788	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2814_v1_c3	G1	62601	IncFII,IncX3,IncFII	MOBP	MPF_T	-	Conjugative
AI2814_v1_c4	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2815_v1_c1	-	5378557	-	-	-	-	Non-mobilizable
AI2815_v1_c2	G1	207788	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2815_v1_c3	G1	62601	IncFII,IncX3,IncFII	MOBP	MPF_T	-	Conjugative
AI2815_v1_c4	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2816_v1_c1	-	5376173	-	-	-	-	Non-mobilizable
AI2816_v1_c2	G1	205918	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2816_v1_c3	G1	117590	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2816_v1_c4	G1	44580	IncX3	MOBP	MPF_T	-	Conjugative
AI2816_v1_c5	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2817_v1_c1	-	5392156	-	-	-	-	Non-mobilizable
AI2817_v1_c2	G1	117591	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2817_v1_c3	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2818_v1_c1	-	5413730	-	-	MPF_T	-	Non-mobilizable
AI2818_v1_c2	G1	75339	rep_cluster_1418,IncFII	MOBF	MPF_F	-	Conjugative
AI2818_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2818_v1_c4	G1	42353	IncR	MOBP	-	-	Mobilizable
AI2818_v1_c5	G468	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2819_v5_c1	-	5365759	-	-	-	-	Non-mobilizable
AI2819_v5_c2	G1	212774	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2819_v5_c3	G28	109087	IncFIB	-	-	-	Non-mobilizable
AI2819_v5_c4	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2819_v5_c5	G1	31167	IncR	-	-	-	Non-mobilizable
AI2819_v5_c6	G469	2255	ColRNAI_rep_cluster_1885	-	-	-	Non-mobilizable
AI2820_v1_c1	-	5238522	-	-	-	-	Non-mobilizable
AI2820_v1_c2	G1	207229	IncFIB,rep_cluster_1150	-	-	-	Non-mobilizable
AI2820_v1_c3	G28	109679	IncFIB	-	-	-	Non-mobilizable
AI2821_v1_c1	-	4863036	-	-	-	-	Non-mobilizable
AI2821_v1_c2	G1	70748	IncL/M	MOBP	MPF_I	-	Conjugative
AI2821_v1_c3	G470	2941	ColRNAI_rep_cluster_1857	MOBF	-	MOB_unknown	Mobilizable
AI2822_v1_c1	-	5517947	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2822_v1_c2	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2822_v1_c3	G471	2927	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2822_v1_c4	G472	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2823_v5_c1	-	5361445	-	-	MPF_T	-	Non-mobilizable
AI2823_v5_c2	G1	220010	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2823_v5_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2823_v5_c4	G1	50751	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2824_v5_c1	-	5362998	-	-	MPF_T	-	Non-mobilizable
AI2824_v5_c2	G1	230081	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2824_v5_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2824_v5_c4	G1	51084	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2825_v1_c1	-	5362857	-	-	MPF_T	-	Non-mobilizable
AI2825_v1_c2	G1	226782	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2825_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2825_v1_c4	G1	51281	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2826_v1_c1	-	5082481	-	-	-	-	Non-mobilizable
AI2826_v1_c2	G1	112775	rep_cluster_959,IncFII	MOBF	MPF_F	-	Conjugative
AI2826_v1_c3	G1	99059	IncFIB	-	-	-	Non-mobilizable
AI2826_v1_c4	G1056	65352	-	-	-	-	Non-mobilizable
AI2826_v1_c5	G1	40836	IncP,IncU	MOBP	-	-	Mobilizable
AI2826_v1_c6	G473	3576	ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2828_v5_c1	-	6183346	-	-	MPF_T	-	Non-mobilizable
AI2828_v5_c2	G1	131126	IncFIA,IncFII	MOBF	MPF_F	-	Conjugative
AI2828_v5_c3	G1	68979	IncL/M	MOBP	MPF_I	-	Conjugative
AI2828_v5_c4	G1	28006	IncU	-	-	-	Non-mobilizable
AI2828_v5_c5	G474	3636	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2829_v1_c1	-	5340349	-	-	MPF_T	-	Non-mobilizable
AI2829_v1_c2	G1	223831	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2829_v1_c3	G1	65498	IncL/M	MOBP	MPF_I	-	Conjugative
AI2829_v1_c4	G1	63967	rep_cluster_1418,IncR	-	-	-	Non-mobilizable
AI2830_v1_c1	-	5387387	-	-	MPF_T	-	Non-mobilizable
AI2830_v1_c2	G1	121034	rep_cluster_1418,IncFII	MOBP	MPF_I	-	Conjugative
AI2830_v1_c3	G1	70767	IncR,IncFII	MOBF	MPF_F	-	Conjugative
AI2830_v1_c4	G15	54404	rep_cluster_1	-	-	-	Non-mobilizable
AI2830_v1_c5	G475	4715	ColRNAI_rep_cluster_1857	-	-	MOBP,MOB_unknown	Mobilizable
AI2830_v1_c6	G476	4167	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2831_v1_c1	-	5184627	-	MOBP	-	-	Mobilizable
AI2834_v1_c1	-	5213381	-	MOBP	-	-	Mobilizable
AI2834_v1_c2	G1	145385	IncFIB,IncFIIA,IncFII	-	MPF_F	MOBF	Mobilizable
AI2834_v1_c3	G1	68199	IncL/M	MOBP	MPF_I	-	Conjugative
AI2834_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2834_v1_c5	G1067	63154	IncI2	MOBP	MPF_T	-	Conjugative
AI2834_v1_c6	G50	45090	IncN	MOBF	MPF_T	-	Conjugative
AI2834_v1_c7	G477	8328	-	MOBP	-	-	Mobilizable
AI2834_v1_c8	G478	2313	ColRNAI_rep_cluster_1885	-	-	-	Non-mobilizable
AI2835_v1_c1	-	5378099	-	-	-	-	Non-mobilizable
AI2835_v1_c2	G1	242496	IncFIB,IncFII,IncFII,IncFIB	-	MPF_F	-	Non-mobilizable
AI2835_v1_c3	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2836_v1_c1	-	5374094	-	-	-	-	Non-mobilizable
AI2836_v1_c2	G1	251867	IncFIB,IncFII,IncFII,IncFIB	-	MPF_F	-	Non-mobilizable
AI2836_v1_c3	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2837_v1_c1	-	5385278	-	-	-	-	Non-mobilizable
AI2837_v1_c2	G1	243919	IncFIB,IncFII,IncFII,IncFIB	-	MPF_F	-	Non-mobilizable
AI2837_v1_c3	G1	13636	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2838_v1_c1	-	5377731	-	-	-	-	Non-mobilizable
AI2838_v1_c2	G1	182619	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2838_v1_c3	G1	65126	IncFIA,IncR	-	-	-	Non-mobilizable
AI2838_v1_c4	G1	34959	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2838_v1_c5	G479	6728	ColRNAI_rep_cluster_1857,rep_cluster_2050	-	-	MOBP	Mobilizable
AI2838_v1_c6	G480	4709	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2839_v1_c1	-	4986143	-	-	-	-	Non-mobilizable
AI2839_v1_c2	G1	67173	IncR,IncFIA	-	-	-	Non-mobilizable
AI2839_v1_c3	G1	28119	IncU	-	-	-	Non-mobilizable
AI2839_v1_c4	G481	4514	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2839_v1_c5	G482	2511	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2840_v1_c1	-	5293172	-	-	-	-	Non-mobilizable
AI2840_v1_c2	G1	336901	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2840_v1_c3	G1	166265	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2840_v1_c4	G1	63871	IncL/M	MOBP	MPF_I	-	Conjugative
AI2840_v1_c5	G483	4167	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2841_v1_c1	-	5295068	-	-	-	-	Non-mobilizable
AI2841_v1_c2	G1	336901	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2841_v1_c3	G1	166264	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2841_v1_c4	G1	63871	IncL/M	MOBP	MPF_I	-	Conjugative
AI2841_v1_c5	G484	4167	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2842_v1_c1	-	5147685	-	-	-	-	Non-mobilizable
AI2842_v1_c2	G1	252398	IncFIB	MOBP,MOBF	MPF_F	-	Conjugative
AI2842_v1_c3	G1	103488	rep_cluster_1418,IncFII	MOBF	MPF_F	-	Conjugative
AI2842_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2842_v1_c5	G50	33838	IncN	MOBF	MPF_T	-	Conjugative
AI2842_v1_c6	G485	6647	ColRNAI_rep_cluster_1857	MOBP	-	MOBP	Mobilizable
AI2842_v1_c7	-	5450	-	-	-	-	Non-mobilizable
AI2842_v1_c8	G1020	5167	ColRNAI_rep_cluster_1291	MOBQ	-	-	Mobilizable
AI2843_v1_c1	-	4742000	-	-	-	-	Non-mobilizable
AI2843_v1_c2	G1	109109	IncFIB,IncQ1,IncFII,IncFIIA,IncFIA	MOBF	-	-	Mobilizable
AI2843_v1_c3	G1051	2088	Inc13	-	-	-	Non-mobilizable
AI2844_v1_c1	-	5126715	-	-	-	-	Non-mobilizable
AI2844_v1_c2	G1	217450	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2844_v1_c3	G1	65914	IncR	-	-	-	Non-mobilizable
AI2844_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2846_v1_c1	-	5346839	-	-	MPF_T	-	Non-mobilizable
AI2846_v1_c10	G486	138	-	-	-	-	Non-mobilizable
AI2846_v1_c2	G1	41453	IncFIB	-	-	-	Non-mobilizable
AI2846_v1_c3	G1	38131	-	-	-	-	Non-mobilizable
AI2846_v1_c4	G1	11955	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2846_v1_c5	G487	4051	-	-	-	-	Non-mobilizable
AI2846_v1_c6	G488	2231	-	-	-	-	Non-mobilizable
AI2846_v1_c7	G489	1744	-	-	-	-	Non-mobilizable
AI2846_v1_c8	G490	768	-	-	-	-	Non-mobilizable
AI2846_v1_c9	G491	450	-	-	-	-	Non-mobilizable
AI2847_v1_c1	-	5375785	-	-	-	-	Non-mobilizable
AI2847_v1_c2	G1	190829	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2847_v1_c3	G1	64150	IncFIA,IncR	-	-	-	Non-mobilizable
AI2847_v1_c4	G1	34959	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2847_v1_c5	G492	6728	ColRNAI_rep_cluster_1857,rep_cluster_2050	-	-	MOBP	Mobilizable
AI2847_v1_c6	G493	4709	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2848_v1_c1	-	5436324	-	-	-	-	Non-mobilizable
AI2848_v1_c2	G1	191114	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2848_v1_c3	G1	32085	IncU	-	-	-	Non-mobilizable
AI2848_v1_c4	G1	27679	IncFIA	-	-	-	Non-mobilizable
AI2848_v1_c5	G494	3294	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2848_v1_c6	G495	2494	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2849_v1_c1	-	5296876	-	-	MPF_T	-	Non-mobilizable
AI2849_v1_c2	G1	117152	rep_cluster_1418,IncFII	MOBP	MPF_I	-	Conjugative
AI2849_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2849_v1_c4	G15	54404	rep_cluster_1	-	-	-	Non-mobilizable
AI2849_v1_c5	G1	51675	IncR	MOBP	-	-	Mobilizable
AI2849_v1_c6	G496	7926	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2849_v1_c7	G497	4715	ColRNAI_rep_cluster_1857	-	-	MOB_unknown,MOBP	Mobilizable
AI2849_v1_c8	G498	4167	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2849_v1_c9	G976	2674	-	-	-	-	Non-mobilizable
AI2850_v1_c1	-	5348117	-	-	-	-	Non-mobilizable
AI2850_v1_c2	G1	202604	IncFIB	-	-	-	Non-mobilizable
AI2850_v1_c3	G28	108893	IncFIB	-	-	-	Non-mobilizable
AI2850_v1_c4	G1	97286	rep_cluster_1418,IncFII	MOBF	MPF_F	-	Conjugative
AI2850_v1_c5	G1	61829	IncL/M	MOBP	MPF_I	-	Conjugative
AI2850_v1_c6	G1	53078	IncN	MOBF	MPF_T	MOBF	Conjugative
AI2850_v1_c7	G499	2936	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2851_v1_c1	-	5287548	-	-	MPF_T	-	Non-mobilizable
AI2851_v1_c2	G1	224139	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2851_v1_c3	G1	75473	rep_cluster_1418	MOBP	-	-	Mobilizable
AI2851_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2851_v1_c5	G500	8282	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2851_v1_c6	G929	5101	IncQ1	MOBQ	-	MOBQ	Mobilizable
AI2852_v1_c1	-	4869560	-	MOBP	-	-	Mobilizable
AI2852_v1_c2	G1	106879	IncFIB,IncFIIA,IncFII	MOBF	-	-	Mobilizable
AI2852_v1_c3	G1	103714	IncI1	MOBP,MOBP	MPF_I	MOBP	Conjugative
AI2852_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2852_v1_c5	G946	35225	IncX4	MOBP	MPF_T	-	Conjugative
AI2852_v1_c6	G501	12602	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2852_v1_c7	G502	7098	-	-	-	MOBQ,MOBQ	Mobilizable
AI2852_v1_c8	G1005	4073	rep_cluster_1785	-	-	MOBQ,MOBQ	Mobilizable
AI2853_v1_c1	-	4877427	-	MOBP	-	-	Mobilizable
AI2853_v1_c2	G1	106836	IncFIB,IncFIIA,IncFII	MOBF	-	-	Mobilizable
AI2853_v1_c3	G1	103714	IncI1	MOBP,MOBP	MPF_I	MOBP	Conjugative
AI2853_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2853_v1_c5	G1	27551	IncX1	-	-	-	Non-mobilizable
AI2853_v1_c6	G501	12602	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2853_v1_c7	G930	7098	-	MOBQ	-	MOBQ,MOBQ	Mobilizable
AI2853_v1_c8	G503	4073	rep_cluster_1785	-	-	MOBQ,MOBQ	Mobilizable
AI2854_v1_c1	-	5287707	-	-	MPF_T	-	Non-mobilizable
AI2854_v1_c2	G1	228473	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2854_v1_c3	G1	70650	rep_cluster_1418	MOBP	-	-	Mobilizable
AI2854_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2854_v1_c5	G504	8282	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2854_v1_c6	G505	5101	IncQ1	MOBQ	-	MOBQ	Mobilizable
AI2855_v1_c1	-	5283899	-	-	MPF_T	-	Non-mobilizable
AI2855_v1_c10	G931	2674	-	-	-	-	Non-mobilizable
AI2855_v1_c11	G506	2359	-	-	-	-	Non-mobilizable
AI2855_v1_c12	G507	2111	-	-	-	-	Non-mobilizable
AI2855_v1_c13	G508	1975	-	-	-	-	Non-mobilizable
AI2855_v1_c14	G509	1840	-	-	-	-	Non-mobilizable
AI2855_v1_c15	G510	1406	-	-	-	-	Non-mobilizable
AI2855_v1_c16	G511	1003	-	-	-	-	Non-mobilizable
AI2855_v1_c17	G512	771	-	-	-	-	Non-mobilizable
AI2855_v1_c18	G513	645	-	-	-	-	Non-mobilizable
AI2855_v1_c19	G514	622	-	-	-	-	Non-mobilizable
AI2855_v1_c2	G1	102402	IncFII,rep_cluster_1418	MOBP	MPF_I	-	Conjugative
AI2855_v1_c20	G515	584	-	-	-	-	Non-mobilizable
AI2855_v1_c21	G516	496	-	-	-	-	Non-mobilizable
AI2855_v1_c22	G977	239	-	-	-	-	Non-mobilizable
AI2855_v1_c23	G517	190	-	-	-	-	Non-mobilizable
AI2855_v1_c24	-	155	-	-	-	-	Non-mobilizable
AI2855_v1_c25	-	153	-	-	-	-	Non-mobilizable
AI2855_v1_c3	G1	66590	IncR	MOBP	-	-	Mobilizable
AI2855_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2855_v1_c5	G15	54404	rep_cluster_1	-	-	-	Non-mobilizable
AI2855_v1_c6	G518	7926	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2855_v1_c7	G519	7836	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2855_v1_c8	G520	4715	ColRNAI_rep_cluster_1857	-	-	MOB_unknown,MOBP	Mobilizable
